gene	protein_accession	aro_index	count	rpob_Normalization	rpob_count	sample
SRT-3	WP_033642964.1	ARO:3006853	3	7.137834839545229e-05	141346	R6_S6_arg_short
SRT-4	UBX54502.1	ARO:3009065	1	2.37927827984841e-05	141346	R6_S6_arg_short
SST-1	WP_063864750.1	ARO:3006999	1	2.37927827984841e-05	141346	R6_S6_arg_short
Saga_mprF	AAN00989.1	ARO:3003774	2	2.1267605378833666e-05	141346	R6_S6_arg_short
Saur_mupA_MUP	CAA53189.1	ARO:3000521	7	6.158268562378372e-05	141346	R6_S6_arg_short
Saur_mupB_MUP	AEY83581.1	ARO:3000510	63	0.0005494199950477803	141346	R6_S6_arg_short
Sent_cmlA	CAD31707.1	ARO:3002691	273	0.006296081477776865	141346	R6_S6_arg_short
Spyo_ErmA_MLSb	AAB60941.1	ARO:3005099	4	0.00014782728984631923	141346	R6_S6_arg_short
Sven_rox	APE19944.1	ARO:3007209	3	5.671361434355644e-05	141346	R6_S6_arg_short
TEM-112	AAS89982.1	ARO:3000975	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-117	AAN05026.1	ARO:3000980	7	0.0002475382461348169	141346	R6_S6_arg_short
TEM-118	AAN05029.1	ARO:3000981	1	3.441780412452471e-05	141346	R6_S6_arg_short
TEM-124	AAQ93491.1	ARO:3000986	1	3.152959678540375e-05	141346	R6_S6_arg_short
TEM-126	AAT45742.1	ARO:3000988	30	0.0009425921268946487	141346	R6_S6_arg_short
TEM-176	ADB90239.1	ARO:3001041	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-178	CAA65888.1	ARO:3001043	3	9.458879035621126e-05	141346	R6_S6_arg_short
TEM-192	AEQ59620.1	ARO:3001052	128	0.004580299520317701	141346	R6_S6_arg_short
TEM-195	AFC75525.1	ARO:3001055	12	0.00037703685075785953	141346	R6_S6_arg_short
TEM-199	AFN69127.1	ARO:3001058	52	0.0016510850823680443	141346	R6_S6_arg_short
TEM-201	AFS44742.1	ARO:3001378	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-207	AGK40892.1	ARO:3001384	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-230	WP_104009854.1	ARO:3005261	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-232	WP_109545059.1	ARO:3005263	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-234	WP_109791210.1	ARO:3005265	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-256	XGD00490.1	ARO:3009075	103	0.003236232969004961	141346	R6_S6_arg_short
TEM-42	CAA66659.1	ARO:3000911	1	3.197682510860097e-05	141346	R6_S6_arg_short
TEM-59	AAD45935.1	ARO:3000928	9	0.0002919323098044218	141346	R6_S6_arg_short
TEM-60	AAC05975.1	ARO:3000929	1	3.141973756315496e-05	141346	R6_S6_arg_short
TEM-7	AAO33760.1	ARO:3000879	15	0.0005162670618678706	141346	R6_S6_arg_short
TEM-72	AAF19151.1	ARO:3000938	1	3.141973756315496e-05	141346	R6_S6_arg_short
TER-1	WP_063865145.1	ARO:3007001	1	3.164022694956307e-05	141346	R6_S6_arg_short
TLA-1	AAD37403.1	ARO:3003202	193	0.005524986296383227	141346	R6_S6_arg_short
TLA-2	CAG27800.1	ARO:3003203	129	0.003813944078035036	141346	R6_S6_arg_short
TLA-3	BAQ22139.1	ARO:3003204	64	0.0018616701276130008	141346	R6_S6_arg_short
TaeA	APB03219.1	ARO:3003986	106	0.0014728062498402161	141346	R6_S6_arg_short
TolC	ACN32294.1	ARO:3000237	533	0.00969013845720439	141346	R6_S6_arg_short
TriA	AAG03546.1	ARO:3003679	1	2.3482980939128834e-05	141346	R6_S6_arg_short
TriB	AAG03547.1	ARO:3003680	1	2.525900470763438e-05	141346	R6_S6_arg_short
TriC	AAG03548.1	ARO:3003681	99	0.0008786702789192143	141346	R6_S6_arg_short
TxR	AAK37618.1	ARO:3005008	10	0.000282679143593275	141346	R6_S6_arg_short
VEB-1	CAM88398.1	ARO:3002370	17	0.0005109896652354434	141346	R6_S6_arg_short
VEB-10	WP_063865150.1	ARO:3003146	5	0.00015029107801042455	141346	R6_S6_arg_short
VEB-11	WP_063865151.1	ARO:3006208	1	3.005821560208491e-05	141346	R6_S6_arg_short
VEB-14	WP_063865154.1	ARO:3006211	440	0.013269847690552535	141346	R6_S6_arg_short
VEB-17	WP_063865157.1	ARO:3006213	2	6.011643120416982e-05	141346	R6_S6_arg_short
VEB-3	AAS48620.1	ARO:3002372	163	0.00489948914313984	141346	R6_S6_arg_short
VEB-5	ABN80430.1	ARO:3002375	6	0.00018034929361250947	141346	R6_S6_arg_short
VIM-17	ABW90721.1	ARO:3002287	1	3.3773275957398774e-05	141346	R6_S6_arg_short
Vang_ACT_CHL	AAB23649.1	ARO:3004460	3	0.00012466541033122775	141346	R6_S6_arg_short
VatI	APB03220.1	ARO:3003987	1	4.273679943424395e-05	141346	R6_S6_arg_short
YOC-1	QIU91361.1	ARO:3009096	2	4.672261492552058e-05	141346	R6_S6_arg_short
YajC	TKW44661.1	ARO:3005040	349	0.027850399765825574	141346	R6_S6_arg_short
Yent_y56	AAX55643.1	ARO:3003558	6	0.00018340606130085708	141346	R6_S6_arg_short
YojI	AAC75271.1	ARO:3003952	632	0.010399703792254194	141346	R6_S6_arg_short
aad(6)	AAU10334.1	ARO:3002628	15	0.0004883103617667224	141346	R6_S6_arg_short
aadA	AAO49597.1	ARO:3002601	154	0.005260187730364859	141346	R6_S6_arg_short
aadA10	AAL36430.1	ARO:3004692	114	0.003697809257522676	141346	R6_S6_arg_short
aadA11	AAV32840.1	ARO:3002611	134	0.00428489456455253	141346	R6_S6_arg_short
aadA12	ACJ47200.1	ARO:3002612	33	0.001127183085078184	141346	R6_S6_arg_short
aadA13	ABW91178.1	ARO:3002613	71	0.002406917264377476	141346	R6_S6_arg_short
aadA16	ACF17980.1	ARO:3002616	15	0.00047965237662901455	141346	R6_S6_arg_short
aadA17	ACK43806.1	ARO:3002617	3	0.00010247118955256219	141346	R6_S6_arg_short
aadA2	AAF27727.1	ARO:3002602	392	0.013595562133866097	141346	R6_S6_arg_short
aadA23	CAH10847.1	ARO:3002620	688	0.02386159884719356	141346	R6_S6_arg_short
aadA24	ABG72894.1	ARO:3002621	111	0.003849763767497798	141346	R6_S6_arg_short
aadA25	AET15272.1	ARO:3003197	16	0.0005465130109469984	141346	R6_S6_arg_short
aadA27	CTQ57092.1	ARO:3004682	10	0.00034286937949146287	141346	R6_S6_arg_short
aadA3	AAC14728.1	ARO:3002603	27	0.0009222407059730597	141346	R6_S6_arg_short
aadA4	AAN34365.1	ARO:3002604	8	0.0002742955035931703	141346	R6_S6_arg_short
aadA5	AAF17880.1	ARO:3002605	88	0.003017250539524873	141346	R6_S6_arg_short
aadA6	CAJ32504.1	ARO:3002606	14	0.00044767555152041357	141346	R6_S6_arg_short
aadA6/aadA10	CAJ32491.1	ARO:3002622	133	0.004314110800443123	141346	R6_S6_arg_short
aadA7	BAD00739.1	ARO:3002607	121	0.004101929422389783	141346	R6_S6_arg_short
aadA8	AAN41439.1	ARO:3002608	14	0.00047819888457862356	141346	R6_S6_arg_short
aadA9	ABG49324.1	ARO:3002609	2	6.011643120416982e-05	141346	R6_S6_arg_short
aadS	AAA27459.1	ARO:3004683	324	0.010144647765703658	141346	R6_S6_arg_short
aadT	AMD83542.1	ARO:3007669	56	0.000999956479435696	141346	R6_S6_arg_short
abcA	XP_753111.1	ARO:3003942	3	1.8618302850568767e-05	141346	R6_S6_arg_short
abeM	BAD89844.2	ARO:3000753	94	0.00188784338525344	141346	R6_S6_arg_short
acrB	AAC73564.1	ARO:3000216	4340	0.03727218734658529	141346	R6_S6_arg_short
acrD	BAA16344.1	ARO:3000491	2223	0.019311969157062066	141346	R6_S6_arg_short
adeA	AAL14439.1	ARO:3000774	4	9.08560673110879e-05	141346	R6_S6_arg_short
adeB	AAL14440.1	ARO:3000775	699	0.006084177424476067	141346	R6_S6_arg_short
adeF	CAJ77856.1	ARO:3000777	1049	0.008923887216958604	141346	R6_S6_arg_short
adeG	CAJ77857.1	ARO:3000778	24	0.0005317423890295119	141346	R6_S6_arg_short
adeH	CAJ77855.1	ARO:3000779	24	0.00044714700895663503	141346	R6_S6_arg_short
adeI	ACJ41739.1	ARO:3000780	101	0.0021840861696478964	141346	R6_S6_arg_short
adeJ	AAX14802.1	ARO:3000781	649	0.005526283831658104	141346	R6_S6_arg_short
adeK	AAX14803.1	ARO:3000782	174	0.0032351316586161495	141346	R6_S6_arg_short
adeL	ALH22601.1	ARO:3000620	8	0.00021343111670119464	141346	R6_S6_arg_short
adeN	AGV28567.1	ARO:3000559	10	0.00041364516883603085	141346	R6_S6_arg_short
adeR	ADM92605.1	ARO:3000553	58	0.0021089231914366026	141346	R6_S6_arg_short
adeS	ADM92606.1	ARO:3000549	5	0.00012455061713571096	141346	R6_S6_arg_short
amrB	CAH35802.1	ARO:3002983	127	0.00109695212111057	141346	R6_S6_arg_short
aphA15	CAD91341.1	ARO:3004675	37	0.0012590422384269528	141346	R6_S6_arg_short
arlR	ATC67679.1	ARO:3000838	2	8.197695164204975e-05	141346	R6_S6_arg_short
arnA	AAG06942.1	ARO:3002985	929	0.012635331354903566	141346	R6_S6_arg_short
arr-1	AAC05822.1	ARO:3002846	9	0.000563591542539092	141346	R6_S6_arg_short
arr-2	AAC64366.1	ARO:3002847	3	0.00017915492742964515	141346	R6_S6_arg_short
arr-3	ACD56151.1	ARO:3002848	22	0.0013138028011507312	141346	R6_S6_arg_short
arr-4	ABV26705.1	ARO:3002849	1	5.9718309143215055e-05	141346	R6_S6_arg_short
arr-8	AGC29882.1	ARO:3002853	7	0.0004180281640025054	141346	R6_S6_arg_short
bacA	AAC76093.1	ARO:3002986	573	0.018857690737220423	141346	R6_S6_arg_short
basS	AEX49906.1	ARO:3003583	4	7.545995548640564e-05	141346	R6_S6_arg_short
bcr-1	ALV80601.1	ARO:3003801	5	0.00011187921439981976	141346	R6_S6_arg_short
bcrA	AAA99504.1	ARO:3002987	10	0.0002937284912255854	141346	R6_S6_arg_short
blaF	AAA19882.1	ARO:3003562	5	0.0001528383844173809	141346	R6_S6_arg_short
blaR1	ABU39979.1	ARO:3000217	1	1.530978723365955e-05	141346	R6_S6_arg_short
blaS1	AAP97895.1	ARO:3005111	1	3.067164857355603e-05	141346	R6_S6_arg_short
catB10	ACL13298.1	ARO:3003110	2	8.54735988684879e-05	141346	R6_S6_arg_short
catB11	AID93387.1	ARO:3004660	12	0.0005128415932109274	141346	R6_S6_arg_short
catB2	AAP15294.1	ARO:3002675	10	0.00042736799434243944	141346	R6_S6_arg_short
catB3	AFQ93498.1	ARO:3002676	141	0.006025888720228397	141346	R6_S6_arg_short
catB8	AAM92461.1	ARO:3002680	36	0.001538524779632782	141346	R6_S6_arg_short
catII	CAA37806.1	ARO:3002684	1	4.213768542348352e-05	141346	R6_S6_arg_short
catP	AAB51421.1	ARO:3002686	6	0.00026011917347958097	141346	R6_S6_arg_short
catQ	AAA23215.1	ARO:3002687	58	0.002377331597619443	141346	R6_S6_arg_short
catS	CAA52904.1	ARO:3002688	6	0.000327907806568199	141346	R6_S6_arg_short
ceoA	AAB58160.1	ARO:3003009	3	6.663151241841482e-05	141346	R6_S6_arg_short
ceoB	AAB58161.1	ARO:3003010	519	0.004552591604323562	141346	R6_S6_arg_short
cepA	AAA21532.1	ARO:3003559	32	0.0009586673414618443	141346	R6_S6_arg_short
cfrC	CAL84423.1	ARO:3004146	1	2.613757878442166e-05	141346	R6_S6_arg_short
cfrE	RHO92765.1	ARO:3005023	18	0.0004704764181195899	141346	R6_S6_arg_short
cmeB	ABS43151.1	ARO:3000784	208	0.0018017604741307383	141346	R6_S6_arg_short
cmlA4	AAF27726.1	ARO:3002694	36	0.000772925544053612	141346	R6_S6_arg_short
cmlA5	AAM77075.1	ARO:3002695	315	0.006763098510469105	141346	R6_S6_arg_short
cmlA6	AAK52606.1	ARO:3002696	1	2.1470154001489224e-05	141346	R6_S6_arg_short
cmlA8	ABW91179.1	ARO:3004665	1	2.1470154001489224e-05	141346	R6_S6_arg_short
cmlA9	ABZ01840.1	ARO:3005043	36	0.0008015524160555976	141346	R6_S6_arg_short
cmlB	AAD22144.1	ARO:3002698	1	2.199381629420847e-05	141346	R6_S6_arg_short
cmlB1	CAL30186.1	ARO:3002699	30	0.0006410519915136592	141346	R6_S6_arg_short
cmx	AAG03380.1	ARO:3002703	11	0.0002530411007318373	141346	R6_S6_arg_short
cphA2	AAB03413.1	ARO:3003099	10	0.0003536260659068813	141346	R6_S6_arg_short
cphA3	AAM63403.1	ARO:3003093	26	0.0009194277713578913	141346	R6_S6_arg_short
cphA4	AAP69912.1	ARO:3003100	44	0.0015559546899902776	141346	R6_S6_arg_short
cphA6	AAP69914.1	ARO:3003102	3	0.00010608781977206439	141346	R6_S6_arg_short
cphA7	AAP69915.1	ARO:3003103	49	0.0017327677229437182	141346	R6_S6_arg_short
cphA8	AAP97129.1	ARO:3003104	17	0.0006011643120416982	141346	R6_S6_arg_short
cpxA	BAB38260.1	ARO:3000830	663	0.013053666120643426	141346	R6_S6_arg_short
dfr22	CAF31623.1	ARO:3005354	39	0.0021185609791830933	141346	R6_S6_arg_short
dfrA1	AAP74961.2	ARO:3002854	54	0.0030819183085681995	141346	R6_S6_arg_short
dfrA10	AHG97174.1	ARO:3003011	2	9.59304753258029e-05	141346	R6_S6_arg_short
dfrA12	ADG84870.1	ARO:3002858	25	0.001358051909732752	141346	R6_S6_arg_short
dfrA13	CAA90683.1	ARO:3003012	3	0.00016296622916793025	141346	R6_S6_arg_short
dfrA14	AHK10285.1	ARO:3002859	134	0.0076477232101507175	141346	R6_S6_arg_short
dfrA15	AHB39758.1	ARO:3003013	19	0.001084378664125848	141346	R6_S6_arg_short
dfrA15b	CAI29521.1	ARO:3004640	6	0.00034243536761868884	141346	R6_S6_arg_short
dfrA16	AAK60186.1	ARO:3003014	5	0.00028536280634890735	141346	R6_S6_arg_short
dfrA17	ABG91835.1	ARO:3002860	6	0.00034243536761868884	141346	R6_S6_arg_short
dfrA18	AAK64581.1	ARO:3004568	1	4.874305232770526e-05	141346	R6_S6_arg_short
dfrA19	CAC81324.1	ARO:3003015	3	0.00014238102127303378	141346	R6_S6_arg_short
dfrA21	CAP69659.1	ARO:3003017	1	5.432207638931007e-05	141346	R6_S6_arg_short
dfrA22	AGY30828.1	ARO:3003018	4	0.0002172883055572403	141346	R6_S6_arg_short
dfrA23	CAG34233.2	ARO:3003019	3	0.0001446652087800878	141346	R6_S6_arg_short
dfrA27	ACD45689.1	ARO:3004550	8	0.00045658049015825176	141346	R6_S6_arg_short
dfrA3	AAA25550.1	ARO:3003105	242	0.013387892347922483	141346	R6_S6_arg_short
dfrA30	CAQ53849.2	ARO:3004552	1	5.707256126978147e-05	141346	R6_S6_arg_short
dfrA31	BAD88719.1	ARO:3005084	1	5.707256126978147e-05	141346	R6_S6_arg_short
dfrA32	ACZ52983.1	ARO:3004555	8	0.00045658049015825176	141346	R6_S6_arg_short
dfrA6	ACY06082.1	ARO:3004547	11	0.0006277981739675962	141346	R6_S6_arg_short
dfrA7	ACS44716.1	ARO:3002862	2	0.00011414512253956294	141346	R6_S6_arg_short
dfrA8	AHV80711.1	ARO:3002863	2	0.00010608781977206439	141346	R6_S6_arg_short
dfrB2	ABI20482.1	ARO:3003021	1	0.00011414512253956294	141346	R6_S6_arg_short
dfrB3	ACR57831.1	ARO:3003022	1	0.00011414512253956294	141346	R6_S6_arg_short
dfrB4	ABY55281.1	ARO:3004498	1	0.00011414512253956294	141346	R6_S6_arg_short
dfrB5	AAX46054.1	ARO:3004549	5	0.0005707256126978147	141346	R6_S6_arg_short
dfrF	AAD01868.1	ARO:3002867	37	0.002022098140503894	141346	R6_S6_arg_short
dfrG	BAE15963.1	ARO:3002868	1	5.432207638931007e-05	141346	R6_S6_arg_short
efpA	CCP45647.1	ARO:3003955	52	0.0008830662210782008	141346	R6_S6_arg_short
efrA	WP_104671188.1	ARO:3003948	16	0.00025048513001737425	141346	R6_S6_arg_short
efrB	CDO61516.1	ARO:3003949	125	0.0031051875621988544	141346	R6_S6_arg_short
emeA	BAC11911.1	ARO:3003551	4	9.154786477792358e-05	141346	R6_S6_arg_short
emrA	BAA16547.1	ARO:3000027	220	0.005073765293446558	141346	R6_S6_arg_short
emrB	AAC75733.1	ARO:3000074	823	0.014466614877494668	141346	R6_S6_arg_short
emrK	BAA11236.1	ARO:3000206	86	0.002203130575380087	141346	R6_S6_arg_short
emrR	AAC75731.1	ARO:3000516	203	0.010342064012242774	141346	R6_S6_arg_short
emrY	BAA11237.1	ARO:3000254	53	0.0009316289046260235	141346	R6_S6_arg_short
eptA	BAE78116.1	ARO:3003576	273	0.004492277112793347	141346	R6_S6_arg_short
eptB	CCI79240.1	ARO:3005047	543	0.008515623167964578	141346	R6_S6_arg_short
erm(40)	AAS76623.1	ARO:3004606	3	0.0001073507700074461	141346	R6_S6_arg_short
erm(46)	AJF36617.1	ARO:3004596	2	6.654955483856438e-05	141346	R6_S6_arg_short
evgA	BAB36671.1	ARO:3000832	24	0.0010557031821220066	141346	R6_S6_arg_short
evgS	AAC75429.1	ARO:3000833	123	0.0009258331850725654	141346	R6_S6_arg_short
farA	AAF40763.1	ARO:3003961	33	0.000772925544053612	141346	R6_S6_arg_short
farB	AAF40764.1	ARO:3003962	108	0.0019133323880305521	141346	R6_S6_arg_short
floR	AAG16656.1	ARO:3002705	10	0.0002226534489043327	141346	R6_S6_arg_short
fosA5	AJE60855.1	ARO:3003209	32	0.0020611347841429655	141346	R6_S6_arg_short
gadW	ANK04027.1	ARO:3003838	53	0.0019667721319882718	141346	R6_S6_arg_short
gadX	BAE77778.1	ARO:3000508	58	0.0019018652780955542	141346	R6_S6_arg_short
golS	AAL19308.1	ARO:3000504	108	0.006283136680693879	141346	R6_S6_arg_short
hmrM	ADO96486.1	ARO:3003953	4	7.756958865054171e-05	141346	R6_S6_arg_short
imiH	CAD69003.1	ARO:3003094	35	0.0012376912306740844	141346	R6_S6_arg_short
imiS	CAA71441.1	ARO:3003095	18	0.0006340404853564786	141346	R6_S6_arg_short
kdpE	AAC73788.1	ARO:3003841	398	0.01588031390658822	141346	R6_S6_arg_short
leuO	VWQ00850.1	ARO:3003843	237	0.006784568664470594	141346	R6_S6_arg_short
lfrA	AAC43550.1	ARO:3003967	10	0.0001785636570420886	141346	R6_S6_arg_short
linG	ABG65740.1	ARO:3002879	213	0.007009926923259948	141346	R6_S6_arg_short
lmrC	ABX00624.1	ARO:3002881	2	3.273126925816869e-05	141346	R6_S6_arg_short
lmrD	AYV52072.1	ARO:3002882	24	0.00032544233433836294	141346	R6_S6_arg_short
lnuA	AAA26652.1	ARO:3002835	1	5.566336222608317e-05	141346	R6_S6_arg_short
lnuB	CAB41414.1	ARO:3002836	306	0.010296060418923114	141346	R6_S6_arg_short
lnuC	AAY32951.1	ARO:3002837	132	0.0072139717445003785	141346	R6_S6_arg_short
lnuD	ABR14060.1	ARO:3002838	391	0.021368658728027637	141346	R6_S6_arg_short
lnuF	CAD91132.1	ARO:3002839	204	0.006713732827910936	141346	R6_S6_arg_short
lsaA	AAO43110.1	ARO:3000300	1	1.8071071504259467e-05	141346	R6_S6_arg_short
lsaB	CAE18141.1	ARO:3003111	22	0.0004024020749974856	141346	R6_S6_arg_short
lsaC	AEA37904.1	ARO:3003112	2	3.6582006817953235e-05	141346	R6_S6_arg_short
lsaE	AAL05553.1	ARO:3003206	644	0.011731812634995564	141346	R6_S6_arg_short
macA	AAV85981.1	ARO:3000533	24	0.0005506848659923954	141346	R6_S6_arg_short
macB	AAV85982.1	ARO:3000535	614	0.008584067153339599	141346	R6_S6_arg_short
marA	BAA15221.2	ARO:3000263	109	0.00767893476709513	141346	R6_S6_arg_short
mdsA	AAL19306.1	ARO:3000789	60	0.0013228554543704852	141346	R6_S6_arg_short
mdsB	AAL19305.1	ARO:3000790	709	0.006054339449397216	141346	R6_S6_arg_short
mdsC	AAL19304.1	ARO:3000791	79	0.0014134518050980403	141346	R6_S6_arg_short
mdtA	AAC75135.2	ARO:3000792	319	0.00691483469499886	141346	R6_S6_arg_short
mdtB	AAC75136.1	ARO:3000793	3946	0.034181475148653336	141346	R6_S6_arg_short
mdtC	AAC75137.1	ARO:3000794	2095	0.018412854294259616	141346	R6_S6_arg_short
mdtE	BAE77781.1	ARO:3000795	100	0.0023361307462760293	141346	R6_S6_arg_short
mdtF	AAC76539.1	ARO:3000796	542	0.004708541287956653	141346	R6_S6_arg_short
mdtG	ABV18113.1	ARO:3001329	405	0.008929274317000776	141346	R6_S6_arg_short
mdtH	AAC74149.2	ARO:3001216	355	0.007943424222387203	141346	R6_S6_arg_short
mdtM	AAC77293.1	ARO:3001214	240	0.005265672806204656	141346	R6_S6_arg_short
mdtN	BAE78084.1	ARO:3003548	127	0.003329122134998358	141346	R6_S6_arg_short
mdtO	BAE78083.1	ARO:3003549	184	0.0024257507327998347	141346	R6_S6_arg_short
mdtP	BAE78082.1	ARO:3003550	153	0.0028214153295208536	141346	R6_S6_arg_short
mef(B)	ACJ63262.1	ARO:3003107	1391	0.030593398465243983	141346	R6_S6_arg_short
mef(C)	BAL43360.1	ARO:3003745	1011	0.02234474703949106	141346	R6_S6_arg_short
mef(E)	AAK99775.1	ARO:3000614	29	0.0006472932567775712	141346	R6_S6_arg_short
mef(F)	QNR09091.1	ARO:3007044	9	0.0002039125179035911	141346	R6_S6_arg_short
mef(J)	QQA64076.1	ARO:3007049	1	2.2656946433732344e-05	141346	R6_S6_arg_short
mel	AAL73129.1	ARO:3000616	1100	0.02443155455341877	141346	R6_S6_arg_short
mexN	BAE06006.1	ARO:3003705	73	0.0006347877740459591	141346	R6_S6_arg_short
mexQ	BAE06008.1	ARO:3003699	133	0.001137877421748755	141346	R6_S6_arg_short
mexX	BAA34299.1	ARO:3003034	6	0.0001387302258557765	141346	R6_S6_arg_short
mexY	BAA34300.1	ARO:3003033	259	0.0022306813297822323	141346	R6_S6_arg_short
mfpA	CCP46182.1	ARO:3003035	1	4.9007960220790616e-05	141346	R6_S6_arg_short
mphA	BAA03776.1	ARO:3000316	418	0.012481126610931948	141346	R6_S6_arg_short
mphB	BAA12910.1	ARO:3000318	1	2.976060950701476e-05	141346	R6_S6_arg_short
mphE	ABI20451.1	ARO:3003741	2064	0.06309168508749484	141346	R6_S6_arg_short
mphF	CAJ98570.1	ARO:3003071	166	0.004989663789946095	141346	R6_S6_arg_short
mphG	BAL43359.1	ARO:3003742	732	0.022375539478704562	141346	R6_S6_arg_short
msbA	AAC74000.1	ARO:3003950	1257	0.019442458153595573	141346	R6_S6_arg_short
msr(G)	QNR09092.1	ARO:3007042	1	1.8554454075361054e-05	141346	R6_S6_arg_short
msr(I)	QQA64075.1	ARO:3007043	1	1.8554454075361054e-05	141346	R6_S6_arg_short
msrA	CAA36304.1	ARO:3000251	1	1.844062306876375e-05	141346	R6_S6_arg_short
msrC	AAK01167.1	ARO:3002819	1	1.8291003408976618e-05	141346	R6_S6_arg_short
msrE	ACB05808.1	ARO:3003109	3687	0.06757600056395553	141346	R6_S6_arg_short
mtrC	AAF42063.1	ARO:3000810	23	0.0005021832630856801	141346	R6_S6_arg_short
mtrD	AAF42062.1	ARO:3000811	456	0.00385015345914346	141346	R6_S6_arg_short
mtrE	CAA64891.1	ARO:3000812	57	0.0010982809546915642	141346	R6_S6_arg_short
nimA	CAA50581.1	ARO:3007104	3	0.0001528383844173809	141346	R6_S6_arg_short
nimB	CAA50578.1	ARO:3004655	1	5.4651301094699834e-05	141346	R6_S6_arg_short
nimD	CAA54273.1	ARO:3007106	3	0.0001639539032840995	141346	R6_S6_arg_short
nimE	QCQ47774.1	ARO:3007107	3	0.00015820113474781532	141346	R6_S6_arg_short
nimF	CAD56147.1	ARO:3007108	7	0.0004152779787130152	141346	R6_S6_arg_short
nimG	OUQ50894.1	ARO:3007109	7	0.00038255910766289887	141346	R6_S6_arg_short
nimJ	AIM40056.1	ARO:3007112	10	0.0005432207638931008	141346	R6_S6_arg_short
norB	CCQ22388.1	ARO:3000421	3	5.7928038633568355e-05	141346	R6_S6_arg_short
norC	AGP27106.1	ARO:3007010	3	5.842849685070501e-05	141346	R6_S6_arg_short
novA	AAF67494.2	ARO:3002522	3	4.391622409395523e-05	141346	R6_S6_arg_short
opcM	AAC43969.1	ARO:3003037	5	8.788951930434184e-05	141346	R6_S6_arg_short
optrA	AKA86814.1	ARO:3003746	7	9.622294628716206e-05	141346	R6_S6_arg_short
oqxA	AAP43109.1	ARO:3003922	242	0.00556690421610042	141346	R6_S6_arg_short
oqxB	AAP43110.2	ARO:3003923	841	0.007215687722555683	141346	R6_S6_arg_short
patA	AAK76137.1	ARO:3000024	25	0.00039900286197457844	141346	R6_S6_arg_short
patB	AAK76136.1	ARO:3000025	80	0.0012247829786927638	141346	R6_S6_arg_short
pmrA	AAK99679.1	ARO:3000822	1	2.2543661701563684e-05	141346	R6_S6_arg_short
poxtA	AVI44920.1	ARO:3004470	2	3.3213497902856255e-05	141346	R6_S6_arg_short
pp-flo	BAA07072.1	ARO:3002812	15	0.00036069858722501894	141346	R6_S6_arg_short
pp_cat	BAA03718.1	ARO:3002689	1	4.0988475821024876e-05	141346	R6_S6_arg_short
qacE	AEH26330.1	ARO:3005009	230	0.01868483672562035	141346	R6_S6_arg_short
qacEdelta1	AAC44316.1	ARO:3005010	683	0.053094210145406884	141346	R6_S6_arg_short
qacH	CAA76544.1	ARO:3003836	1	8.349504333912474e-05	141346	R6_S6_arg_short
qacL	AAZ42322.1	ARO:3005098	973	0.0790449831914287	141346	R6_S6_arg_short
qnrE1	APC93960.1	ARO:3004636	2	8.388339237791138e-05	141346	R6_S6_arg_short
qnrE2	AQV34023.1	ARO:3004637	1	4.194169618895569e-05	141346	R6_S6_arg_short
ramA	AFK13828.1	ARO:3000823	133	0.009594582420185504	141346	R6_S6_arg_short
rosA	AAC60781.1	ARO:3003048	493	0.01081656955607873	141346	R6_S6_arg_short
rosB	AAC60780.1	ARO:3003049	1256	0.020081446168201407	141346	R6_S6_arg_short
rphA	AIA08936.1	ARO:3000444	25	0.0002603194191866476	141346	R6_S6_arg_short
rphB	APB03222.1	ARO:3003992	33	0.000336244445718238	141346	R6_S6_arg_short
rpoB2	BAD59497.1	ARO:3000501	5793	0.04491674367572086	141346	R6_S6_arg_short
rsmA	AAC16242.1	ARO:3005069	1361	0.19794789403760113	141346	R6_S6_arg_short
sdiA	AAL20862.1	ARO:3000826	72	0.002694014344419228	141346	R6_S6_arg_short
sdrM	BAB43261.1	ARO:3007013	1	2.0128269376396143e-05	141346	R6_S6_arg_short
smeA	AAD51344.1	ARO:3003051	5	0.00011300081053415379	141346	R6_S6_arg_short
smeB	AAD51345.1	ARO:3003052	453	0.0038903919050698467	141346	R6_S6_arg_short
smeC	AAD51346.1	ARO:3003053	6	0.00011462878831303567	141346	R6_S6_arg_short
smeD	CAC14594.1	ARO:3003055	35	0.0007990158577769407	141346	R6_S6_arg_short
smeE	CAC14595.1	ARO:3003056	1721	0.0149078354614375	141346	R6_S6_arg_short
smeF	CAC14596.1	ARO:3003057	72	0.0013902729272056403	141346	R6_S6_arg_short
smeR	AAD51348.1	ARO:3003066	161	0.006312225276437831	141346	R6_S6_arg_short
smeS	AAD51347.1	ARO:3003067	4	7.707234769765362e-05	141346	R6_S6_arg_short
sul1	AEJ33969.1	ARO:3000410	2423	0.07803327471841258	141346	R6_S6_arg_short
sul2	AAL59753.1	ARO:3000412	601	0.019924618650940844	141346	R6_S6_arg_short
sul3	ACJ63260.1	ARO:3000413	18	0.0006148271373153732	141346	R6_S6_arg_short
